%,With/Without Abstraction,,,Edge/Without Abstraction,,
%,Average Overall Processing Time (ms),,,Average Overall Processing Time (ms),,
%Number of Apps,300,400,500,300,400,500
1,1.247061315,0.9776414163,0.7788252741,9.261357619,6.887552143,5.307769716
2,0.6566664561,0.8253501236,1.551549181,5.737510263,5.719959986,6.980652145
3,0.8870670528,0.4211520302,0.9058120992,3.428603663,3.308327213,3.751840668
5,0.4777360336,0.639356059,0.5411184659,2.208500989,1.947057856,1.373811664
7,0.4216802533,0.4044809933,0.4239760117,1.485531901,1.426577027,1.028781821
9,0.3962481326,0.3588111952,0.2945023584,1.069588323,0.9003737807,0.8786964429
11,0.3648382321,0.3155693621,0.2512820513,0.84144766,0.8252114724,0.5215324046
15,0.2805689081,0.2347450617,0.3281574666,0.6865139523,0.5659624647,0.5528942437
20,0.2340142722,0.2483557498,0.1056392036,0.5472849224,0.5692291937,0.1930318546
